"gene","rho","p.value"
"Faf2",0.666666666666667,0.0709876543209875
"Farp1",0.666666666666667,0.0709876543209875
"Fchsd1",0.666666666666667,0.0709876543209875
"Fnbp4",0.666666666666667,0.0709876543209875
"Gm26698",0.666666666666667,0.0709876543209875
"Gm8444",0.666666666666667,0.0709876543209875
"Hbb-bs",0.666666666666667,0.0709876543209875
"Ikbkb",0.666666666666667,0.0709876543209875
"Ino80",0.666666666666667,0.0709876543209875
"Klk13",0.666666666666667,0.0709876543209875
"Klk14",0.666666666666667,0.0709876543209875
"Lamtor3",0.666666666666667,0.0709876543209875
"Letm1",0.666666666666667,0.0709876543209875
"Lpin2",0.666666666666667,0.0709876543209875
"Ltn1",0.666666666666667,0.0709876543209875
"Mbip",0.666666666666667,0.0709876543209875
"Mdm2",0.666666666666667,0.0709876543209875
"Mon1a",0.666666666666667,0.0709876543209875
"Morc3",0.666666666666667,0.0709876543209875
"Mrrf",0.666666666666667,0.0709876543209875
"Msln",0.666666666666667,0.0709876543209875
"Myo19",0.666666666666667,0.0709876543209875
"Naga",0.666666666666667,0.0709876543209875
"Nelfcd",0.666666666666667,0.0709876543209875
"Nipal1",0.666666666666667,0.0709876543209875
"Ogfod3",0.666666666666667,0.0709876543209875
"Pde12",0.666666666666667,0.0709876543209875
"Pdpr",0.666666666666667,0.0709876543209875
"Pex3",0.666666666666667,0.0709876543209875
"Plekhh2",0.666666666666667,0.0709876543209875
"Ppp1r13l",0.666666666666667,0.0709876543209875
"Prkd2",0.666666666666667,0.0709876543209875
"Rab3a",0.666666666666667,0.0709876543209875
"Ralbp1",0.666666666666667,0.0709876543209875
"Rap1b",0.666666666666667,0.0709876543209875
"Rbm6",0.666666666666667,0.0709876543209875
"Rin2",0.666666666666667,0.0709876543209875
"Ring1",0.666666666666667,0.0709876543209875
"Rpap2",0.666666666666667,0.0709876543209875
"Scarf1",0.666666666666667,0.0709876543209875
"Serpinb6b",0.666666666666667,0.0709876543209875
"Slc22a18",0.666666666666667,0.0709876543209875
"Slc30a7",0.666666666666667,0.0709876543209875
"Slc35c2",0.666666666666667,0.0709876543209875
"Tada2a",0.666666666666667,0.0709876543209875
"Tcp11l2",0.666666666666667,0.0709876543209875
"Tcta",0.666666666666667,0.0709876543209875
"Tmem150a",0.666666666666667,0.0709876543209875
"Trim34a",0.666666666666667,0.0709876543209875
"Ttc6",0.666666666666667,0.0709876543209875
"Tti2",0.666666666666667,0.0709876543209875
"Ube2b",0.666666666666667,0.0709876543209875
"Usp46",0.666666666666667,0.0709876543209875
"Uxt",0.666666666666667,0.0709876543209875
"Wdr3",0.666666666666667,0.0709876543209875
"Wdr70",0.666666666666667,0.0709876543209875
"Zfand3",0.666666666666667,0.0709876543209875
"Zfp516",0.666666666666667,0.0709876543209875
"Zfp935",0.666666666666667,0.0709876543209875
"Zswim7",0.666666666666667,0.0709876543209875
"Alg5",0.642857142857143,0.0855588910126732
"Ap1g2",0.642857142857143,0.0855588910126732
"Aph1a",0.642857142857143,0.0855588910126732
"Ash2l",0.642857142857143,0.0855588910126732
"Atxn1",0.642857142857143,0.0855588910126732
"Bag4",0.642857142857143,0.0855588910126732
"Camsap3",0.642857142857143,0.0855588910126732
"Cdk18",0.642857142857143,0.0855588910126732
"Cklf",0.642857142857143,0.0855588910126732
"Cpsf3",0.642857142857143,0.0855588910126732
"Cript",0.642857142857143,0.0855588910126732
"Crk",0.642857142857143,0.0855588910126732
"Crtc3",0.642857142857143,0.0855588910126732
"Ctage5",0.642857142857143,0.0855588910126732
"Ctps",0.642857142857143,0.0855588910126732
"Cyth2",0.642857142857143,0.0855588910126732
